tag,collection_date,Round,measurement_date,sp,treatment,segment_location,segment,mass_w_parafilm,hour,minute
10,2023.06.13,3,2023.06.14,TD,25C,B,010B,1.8339,13,29
10,2023.06.13,3,2023.06.14,TD,25C,B,010B,1.8307,13,54
10,2023.06.13,3,2023.06.14,TD,35C,C,010C,1.6411,13,26
10,2023.06.13,3,2023.06.14,TD,35C,C,010C,1.6385,13,51
10,2023.06.13,3,2023.06.14,TD,45C,D,010D,1.9991,13,23
10,2023.06.13,3,2023.06.14,TD,45C,D,010D,1.9923,13,48
10,2023.06.13,3,2023.06.14,TD,55C,E,010E,1.6116,13,22
10,2023.06.13,3,2023.06.14,TD,55C,E,010E,1.5902,13,45
15,2023.06.13,3,2023.06.14,CC,10C,A,015A,4.7669,13,32
15,2023.06.13,3,2023.06.14,CC,10C,A,015A,4.7666,13,57
15,2023.06.13,3,2023.06.14,CC,25C,B,015B,4.1209,13,30
15,2023.06.13,3,2023.06.14,CC,25C,B,015B,4.1201,13,54
15,2023.06.13,3,2023.06.14,CC,35C,C,015C,4.8178,13,26
15,2023.06.13,3,2023.06.14,CC,35C,C,015C,4.8146,13,51
15,2023.06.13,3,2023.06.14,CC,45C,D,015D,3.4743,13,24
15,2023.06.13,3,2023.06.14,CC,45C,D,015D,3.47,13,49
15,2023.06.13,3,2023.06.14,CC,55C,E,015E,4.4062,13,21
15,2023.06.13,3,2023.06.14,CC,55C,E,015E,4.3961,13,46
18,2023.06.13,3,2023.06.14,PE,10C,A,018A,5.3323,13,33
18,2023.06.13,3,2023.06.14,PE,10C,A,018A,5.3338,13,58
18,2023.06.13,3,2023.06.14,PE,25C,B,018B,5.2942,13,30
18,2023.06.13,3,2023.06.14,PE,25C,B,018B,5.2907,13,55
18,2023.06.13,3,2023.06.14,PE,35C,C,018C,6.0253,13,27
18,2023.06.13,3,2023.06.14,PE,35C,C,018C,6.0197,13,52
18,2023.06.13,3,2023.06.14,PE,45C,D,018D,6.4762,13,24
18,2023.06.13,3,2023.06.14,PE,45C,D,018D,6.4622,13,49
18,2023.06.13,3,2023.06.14,PE,55C,E,018E,6.4273,13,19
18,2023.06.13,3,2023.06.14,PE,55C,E,018E,6.391,13,47
22,2023.06.13,3,2023.06.14,LS,10C,A,022A,2.2226,13,33
22,2023.06.13,3,2023.06.14,LS,10C,A,022A,2.2192,13,59
22,2023.06.13,3,2023.06.14,LS,25C,B,022B,2.768,13,30
22,2023.06.13,3,2023.06.14,LS,25C,B,022B,2.7643,13,55
22,2023.06.13,3,2023.06.14,LS,35C,C,022C,1.8203,13,27
22,2023.06.13,3,2023.06.14,LS,35C,C,022C,1.8164,13,52
22,2023.06.13,3,2023.06.14,LS,45C,D,022D,2.1162,13,25
22,2023.06.13,3,2023.06.14,LS,45C,D,022D,2.1099,13,49
22,2023.06.13,3,2023.06.14,LS,55C,E,022E,1.6986,13,20
22,2023.06.13,3,2023.06.14,LS,55C,E,022E,1.6731,13,47
3,2023.06.20,4,2023.06.21,CC,10C,A,003A,4.0351,13,56
3,2023.06.20,4,2023.06.21,CC,25C,B,003B,5.2748,13,52
3,2023.06.20,4,2023.06.21,CC,35C,C,003C,7.5005,13,49
3,2023.06.20,4,2023.06.21,CC,45C,D,003D,2.6706,13,46
3,2023.06.20,4,2023.06.21,CC,55C,E,003E,3.293,13,42
5,2023.06.20,4,2023.06.21,MG,10C,A,005A,4.8838,13,56
5,2023.06.20,4,2023.06.21,MG,25C,B,005B,2.9615,13,53
5,2023.06.20,4,2023.06.21,MG,35C,C,005C,3.4229,13,49
5,2023.06.20,4,2023.06.21,MG,45C,D,005D,6.2036,13,3
5,2023.06.20,4,2023.06.21,MG,45C,D,005D,6.1591,13,46
5,2023.06.20,4,2023.06.21,MG,55C,E,005E,5.1531,13,0
5,2023.06.20,4,2023.06.21,MG,55C,E,005E,5.0842,13,42
12,2023.06.20,4,2023.06.21,TD,10C,A,012A,2.3887,13,57
12,2023.06.20,4,2023.06.21,TD,25C,B,012B,4.9222,13,53
12,2023.06.20,4,2023.06.21,TD,35C,C,012C,4.5456,13,50
12,2023.06.20,4,2023.06.21,TD,45C,D,012D,1.9468,13,47
12,2023.06.20,4,2023.06.21,TD,55C,E,012E,3.9081,13,43
19,2023.06.20,4,2023.06.21,PE,10C,A,019A,5.5777,13,57
19,2023.06.20,4,2023.06.21,PE,25C,B,019B,3.5495,13,54
19,2023.06.20,4,2023.06.21,PE,35C,C,019C,4.1554,13,51
19,2023.06.20,4,2023.06.21,PE,45C,D,019D,4.1119,13,48
19,2023.06.20,4,2023.06.21,PE,55C,E,019E,4.5246,13,44
25,2023.06.20,4,2023.06.21,LS,10C,A,025A,3.1192,13,58
25,2023.06.20,4,2023.06.21,LS,25C,B,025B,2.0511,13,54
25,2023.06.20,4,2023.06.21,LS,35C,C,025C,2.4818,13,51
25,2023.06.20,4,2023.06.21,LS,45C,D,025D,3.2676,13,48
25,2023.06.20,4,2023.06.21,LS,55C,E,025E,2.2779,13,44
2,2023.06.27,5,2023.06.28,CC,10C,A,002A,3.81,13,43
2,2023.06.27,5,2023.06.28,CC,25C,B,002B,3.697,13,41
2,2023.06.27,5,2023.06.28,CC,35C,C,002C,3.9525,13,38
2,2023.06.27,5,2023.06.28,CC,45C,D,002D,4.8932,13,33
2,2023.06.27,5,2023.06.28,CC,55C,E,002E,4.8765,13,31
4,2023.06.27,5,2023.06.28,LS,10C,A,004A,4.4867,13,44
4,2023.06.27,5,2023.06.28,LS,25C,B,004B,3.0593,13,41
4,2023.06.27,5,2023.06.28,LS,35C,C,004C,3.4672,13,38
4,2023.06.27,5,2023.06.28,LS,45C,D,004D,3.3728,13,35
4,2023.06.27,5,2023.06.28,LS,55C,E,004E,4.4257,13,32
11,2023.06.27,5,2023.06.28,TD,10C,A,011A,3.2009,13,44
11,2023.06.27,5,2023.06.28,TD,25C,B,011B,4.2026,13,42
11,2023.06.27,5,2023.06.28,TD,35C,C,011C,2.822,13,38
11,2023.06.27,5,2023.06.28,TD,45C,D,011D,2.9665,13,35
11,2023.06.27,5,2023.06.28,TD,55C,E,011E,2.6799,13,32
13,2023.06.27,5,2023.06.28,MG,10C,A,013A,3.5919,13,45
13,2023.06.27,5,2023.06.28,MG,25C,B,013B,4.0126,13,42
13,2023.06.27,5,2023.06.28,MG,35C,C,013C,4.32,13,39
13,2023.06.27,5,2023.06.28,MG,45C,D,013D,4.3868,13,36
13,2023.06.27,5,2023.06.28,MG,55C,E,013E,5.8947,13,32
20,2023.06.27,5,2023.06.28,PE,10C,A,020A,2.9791,13,45
20,2023.06.27,5,2023.06.28,PE,25C,B,020B,2.9579,13,42
20,2023.06.27,5,2023.06.28,PE,35C,C,020C,2.7705,13,39
20,2023.06.27,5,2023.06.28,PE,45C,D,020D,2.9418,13,36
20,2023.06.27,5,2023.06.28,PE,55C,E,020E,2.7291,13,33
23,2023.06.01,1,2023.06.02,MG,55C,E,023E,3.3331,14,16
23,2023.06.01,1,2023.06.02,MG,55C,E,023E,3.3187,14,42
1,2023.06.01,1,2023.06.02,CC,10C,A,001A,3.0914,14,11
1,2023.06.01,1,2023.06.02,CC,10C,A,001A,3.0907,14,30
24,2023.06.01,1,2023.06.02,LS,10C,A,024A,2.9075,14,13
24,2023.06.01,1,2023.06.02,LS,10C,A,024A,2.9064,14,32
24,2023.06.01,1,2023.06.02,LS,25C,B,024B,2.8739,14,6
24,2023.06.01,1,2023.06.02,LS,25C,B,024B,2.8713,14,29
7,2023.06.01,1,2023.06.02,TD,10C,A,007A,2.003,14,11
7,2023.06.01,1,2023.06.02,TD,10C,A,007A,2.0008,14,30
7,2023.06.01,1,2023.06.02,TD,25C,B,007B,2.89,14,4
7,2023.06.01,1,2023.06.02,TD,25C,B,007B,2.8874,14,27
16,2023.06.01,1,2023.06.02,PE,10C,A,016A,5.5454,14,12
16,2023.06.01,1,2023.06.02,PE,10C,A,016A,5.5433,14,31
16,2023.06.01,1,2023.06.02,PE,25C,B,016B,3.9786,14,5
16,2023.06.01,1,2023.06.02,PE,25C,B,016B,3.976,14,28
23,2023.06.01,1,2023.06.02,MG,10C,A,023A,4.5034,14,13
23,2023.06.01,1,2023.06.02,MG,25C,B,023B,5.096,14,6
23,2023.06.01,1,2023.06.02,MG,25C,B,023B,5.0918,14,28
1,2023.06.01,1,2023.06.02,CC,25C,B,001B,4.105,14,3
1,2023.06.01,1,2023.06.02,CC,25C,B,001B,4.1035,14,27
1,2023.06.01,1,2023.06.02,CC,25C,B,001B,4.0987,14,59
1,2023.06.01,1,2023.06.02,CC,35C,C,001C,3.751,14,25
1,2023.06.01,1,2023.06.02,CC,35C,C,001C,3.7477,14,55
24,2023.06.01,1,2023.06.02,LS,35C,C,024C,3.7464,14,25
24,2023.06.01,1,2023.06.02,LS,35C,C,024C,3.7413,14,57
24,2023.06.01,1,2023.06.02,LS,45C,D,024D,2.9129,14,21
24,2023.06.01,1,2023.06.02,LS,45C,D,024D,2.9051,14,52
7,2023.06.01,1,2023.06.02,TD,35C,C,007C,5.2722,14,23
7,2023.06.01,1,2023.06.02,TD,35C,C,007C,5.265,14,55
7,2023.06.01,1,2023.06.02,TD,45C,D,007D,1.6361,14,19
7,2023.06.01,1,2023.06.02,TD,45C,D,007D,1.6273,14,50
16,2023.06.01,1,2023.06.02,PE,35C,C,016C,4.5263,14,24
16,2023.06.01,1,2023.06.02,PE,35C,C,016C,4.519,14,56
16,2023.06.01,1,2023.06.02,PE,45C,D,016D,3.9771,14,20
16,2023.06.01,1,2023.06.02,PE,45C,D,016D,3.963,14,50
23,2023.06.01,1,2023.06.02,MG,35C,C,023C,4.3568,14,24
23,2023.06.01,1,2023.06.02,MG,35C,C,023C,4.3522,14,56
23,2023.06.01,1,2023.06.02,MG,45C,D,023D,5.5558,14,20
23,2023.06.01,1,2023.06.02,MG,45C,D,023D,5.5451,14,51
1,2023.06.01,1,2023.06.02,CC,45C,D,001D,4.1812,14,19
1,2023.06.01,1,2023.06.02,CC,45C,D,001D,4.1762,14,49
1,2023.06.01,1,2023.06.02,CC,55C,E,001E,4.4282,14,15
1,2023.06.01,1,2023.06.02,CC,55C,E,001E,4.4199,14,40
7,2023.06.01,1,2023.06.02,TD,55C,E,007E,3.0192,14,16
7,2023.06.01,1,2023.06.02,TD,55C,E,007E,3.0006,14,41
24,2023.06.01,1,2023.06.02,LS,55C,E,024E,2.7782,14,17
24,2023.06.01,1,2023.06.02,LS,55C,E,024E,2.7543,14,44
16,2023.06.01,1,2023.06.02,PE,55C,E,016E,7.9729,14,15
16,2023.06.01,1,2023.06.02,PE,55C,E,016E,7.9433,14,43
14,2023.06.06,2,2023.06.07,CC,45C,D,014D,5.0826,14,15
14,2023.06.06,2,2023.06.07,CC,45C,D,014D,5.0706,14,44
14,2023.06.06,2,2023.06.07,CC,35C,C,014C,2.3653,14,18
14,2023.06.06,2,2023.06.07,CC,35C,C,014C,2.3625,14,48
9,2023.06.06,2,2023.06.07,TD,45C,D,009D,1.7264,14,14
9,2023.06.06,2,2023.06.07,TD,45C,D,009D,1.7164,14,44
9,2023.06.06,2,2023.06.07,TD,35C,C,009C,1.3358,14,18
9,2023.06.06,2,2023.06.07,TD,35C,C,009C,1.3313,14,47
8,2023.06.06,2,2023.06.07,MG,45C,D,008D,4.0688,14,14
8,2023.06.06,2,2023.06.07,MG,45C,D,008D,4.0492,14,43
8,2023.06.06,2,2023.06.07,MG,35C,C,008C,4.9817,14,17
8,2023.06.06,2,2023.06.07,MG,35C,C,008C,4.9733,14,47
14,2023.06.06,2,2023.06.07,CC,25C,B,014B,2.9615,14,22
14,2023.06.06,2,2023.06.07,CC,25C,B,014B,2.96,14,52
14,2023.06.06,2,2023.06.07,CC,10C,A,014A,5.5613,14,25
14,2023.06.06,2,2023.06.07,CC,10C,A,014A,5.559,14,57
9,2023.06.06,2,2023.06.07,TD,25C,B,009B,2.6685,14,21
9,2023.06.06,2,2023.06.07,TD,25C,B,009B,2.6659,14,51
9,2023.06.06,2,2023.06.07,TD,10C,A,009A,3.2682,14,24
9,2023.06.06,2,2023.06.07,TD,10C,A,009A,3.2655,14,56
8,2023.06.06,2,2023.06.07,MG,25C,B,008B,4.1977,14,20
8,2023.06.06,2,2023.06.07,MG,25C,B,008B,4.194,14,50
8,2023.06.06,2,2023.06.07,MG,10C,A,008A,3.038,14,24
8,2023.06.06,2,2023.06.07,MG,10C,A,008A,3.0334,14,56
8,2023.06.06,2,2023.06.07,MG,55C,E,008E,4.8696,14,11
8,2023.06.06,2,2023.06.07,MG,55C,E,008E,4.8505,14,40
9,2023.06.06,2,2023.06.07,TD,55C,E,009E,4.9605,14,11
9,2023.06.06,2,2023.06.07,TD,55C,E,009E,4.9365,14,41
14,2023.06.06,2,2023.06.07,CC,55C,E,014E,4.2662,14,11
14,2023.06.06,2,2023.06.07,CC,55C,E,014E,4.2538,14,41
21,2023.06.06,2,2023.06.07,LS,55C,E,021E,4.1534,14,13
21,2023.06.06,2,2023.06.07,LS,55C,E,021E,4.1139,14,42
21,2023.06.06,2,2023.06.07,LS,25C,B,021B,3.5263,14,23
21,2023.06.06,2,2023.06.07,LS,25C,B,021B,3.5218,14,53
21,2023.06.06,2,2023.06.07,LS,10C,A,021A,4.8568,14,26
21,2023.06.06,2,2023.06.07,LS,10C,A,021A,4.8535,14,58
17,2023.06.06,2,2023.06.07,PE,55C,E,017E,6.2573,14,12
17,2023.06.06,2,2023.06.07,PE,55C,E,017E,6.2258,14,41
17,2023.06.06,2,2023.06.07,PE,25C,B,017B,5.1036,14,22
17,2023.06.06,2,2023.06.07,PE,25C,B,017B,5.1013,14,52
17,2023.06.06,2,2023.06.07,PE,10C,A,017A,6.4132,14,25
17,2023.06.06,2,2023.06.07,PE,10C,A,017A,6.4098,14,57
17,2023.06.06,2,2023.06.07,PE,45C,D,017D,3.6195,14,15
17,2023.06.06,2,2023.06.07,PE,45C,D,017D,3.6117,14,45
17,2023.06.06,2,2023.06.07,PE,35C,C,017C,8.1376,14,19
17,2023.06.06,2,2023.06.07,PE,35C,C,017C,8.1295,14,48
21,2023.06.06,2,2023.06.07,LS,45C,D,021D,3.0377,14,16
21,2023.06.06,2,2023.06.07,LS,45C,D,021D,3.0251,14,45
21,2023.06.06,2,2023.06.07,LS,35C,C,021C,2.7213,14,17
21,2023.06.06,2,2023.06.07,LS,35C,C,021C,2.7136,14,49
6,2023.06.13,3,2023.06.14,MG,10C,A,006A,2.9804,14,55
6,2023.06.13,3,2023.06.14,MG,25C,B,006B,2.7523,14,52
6,2023.06.13,3,2023.06.14,MG,35C,C,006C,3.601,14,49
6,2023.06.13,3,2023.06.14,MG,45C,D,006D,4.4572,14,46
6,2023.06.13,3,2023.06.14,MG,55C,E,006E,3.2051,14,43
10,2023.06.13,3,2023.06.14,TD,10C,A,010A,2.2678,14,56
10,2023.06.13,3,2023.06.14,TD,25C,B,010B,1.8243,14,52
10,2023.06.13,3,2023.06.14,TD,35C,C,010C,1.6319,14,49
10,2023.06.13,3,2023.06.14,TD,45C,D,010D,1.9764,14,46
10,2023.06.13,3,2023.06.14,TD,55C,E,010E,1.543,14,44
15,2023.06.13,3,2023.06.14,CC,10C,A,015A,4.7649,14,57
15,2023.06.13,3,2023.06.14,CC,25C,B,015B,4.1169,14,53
15,2023.06.13,3,2023.06.14,CC,35C,C,015C,4.8058,14,50
15,2023.06.13,3,2023.06.14,CC,45C,D,015D,3.4599,14,47
15,2023.06.13,3,2023.06.14,CC,55C,E,015E,4.3714,14,44
18,2023.06.13,3,2023.06.14,PE,10C,A,018A,5.3299,14,57
18,2023.06.13,3,2023.06.14,PE,25C,B,018B,5.2839,14,53
18,2023.06.13,3,2023.06.14,PE,35C,C,018C,6.0057,14,50
18,2023.06.13,3,2023.06.14,PE,45C,D,018D,6.4304,14,47
18,2023.06.13,3,2023.06.14,PE,55C,E,018E,6.3063,14,44
22,2023.06.13,3,2023.06.14,LS,10C,A,022A,2.2154,14,58
22,2023.06.13,3,2023.06.14,LS,25C,B,022B,2.7562,14,54
22,2023.06.13,3,2023.06.14,LS,35C,C,022C,1.807,14,51
22,2023.06.13,3,2023.06.14,LS,45C,D,022D,2.0953,14,47
22,2023.06.13,3,2023.06.14,LS,55C,E,022E,1.6149,14,45
3,2023.06.20,4,2023.06.21,CC,10C,A,003A,4.032,14,27
3,2023.06.20,4,2023.06.21,CC,25C,B,003B,5.2702,14,23
3,2023.06.20,4,2023.06.21,CC,25C,B,003B,5.2648,14,58
3,2023.06.20,4,2023.06.21,CC,35C,C,003C,7.4941,14,20
3,2023.06.20,4,2023.06.21,CC,35C,C,003C,7.4865,14,56
3,2023.06.20,4,2023.06.21,CC,45C,D,003D,2.659,14,18
3,2023.06.20,4,2023.06.21,CC,45C,D,003D,2.643,14,53
3,2023.06.20,4,2023.06.21,CC,55C,E,003E,3.2725,14,15
3,2023.06.20,4,2023.06.21,CC,55C,E,003E,3.251,14,51
5,2023.06.20,4,2023.06.21,MG,10C,A,005A,4.8787,14,27
5,2023.06.20,4,2023.06.21,MG,25C,B,005B,2.958,14,24
5,2023.06.20,4,2023.06.21,MG,25C,B,005B,2.9543,14,58
5,2023.06.20,4,2023.06.21,MG,35C,C,005C,3.4159,14,21
5,2023.06.20,4,2023.06.21,MG,35C,C,005C,3.4078,14,56
5,2023.06.20,4,2023.06.21,MG,45C,D,005D,6.1381,14,18
5,2023.06.20,4,2023.06.21,MG,45C,D,005D,6.1082,14,53
5,2023.06.20,4,2023.06.21,MG,55C,E,005E,5.0432,14,15
5,2023.06.20,4,2023.06.21,MG,55C,E,005E,5.0003,14,51
12,2023.06.20,4,2023.06.21,TD,10C,A,012A,2.3859,14,28
12,2023.06.20,4,2023.06.21,TD,25C,B,012B,4.9178,14,24
12,2023.06.20,4,2023.06.21,TD,25C,B,012B,4.9126,14,59
12,2023.06.20,4,2023.06.21,TD,35C,C,012C,4.5362,14,21
12,2023.06.20,4,2023.06.21,TD,35C,C,012C,4.5256,14,56
12,2023.06.20,4,2023.06.21,TD,45C,D,012D,1.9382,14,18
12,2023.06.20,4,2023.06.21,TD,45C,D,012D,1.9263,14,54
12,2023.06.20,4,2023.06.21,TD,55C,E,012E,3.8527,14,16
12,2023.06.20,4,2023.06.21,TD,55C,E,012E,3.7956,14,51
19,2023.06.20,4,2023.06.21,PE,10C,A,019A,5.5735,14,28
19,2023.06.20,4,2023.06.21,PE,25C,B,019B,3.5478,14,25
19,2023.06.20,4,2023.06.21,PE,25C,B,019B,3.546,14,59
19,2023.06.20,4,2023.06.21,PE,35C,C,019C,4.1513,14,22
19,2023.06.20,4,2023.06.21,PE,35C,C,019C,4.1466,14,57
19,2023.06.20,4,2023.06.21,PE,45C,D,019D,4.0911,14,19
19,2023.06.20,4,2023.06.21,PE,45C,D,019D,4.0631,14,54
19,2023.06.20,4,2023.06.21,PE,55C,E,019E,4.4945,14,16
19,2023.06.20,4,2023.06.21,PE,55C,E,019E,4.461,14,52
25,2023.06.20,4,2023.06.21,LS,10C,A,025A,3.1165,14,28
25,2023.06.20,4,2023.06.21,LS,25C,B,025B,2.0489,14,25
25,2023.06.20,4,2023.06.21,LS,35C,C,025C,2.4787,14,22
25,2023.06.20,4,2023.06.21,LS,35C,C,025C,2.475,14,57
25,2023.06.20,4,2023.06.21,LS,45C,D,025D,3.2617,14,19
25,2023.06.20,4,2023.06.21,LS,45C,D,025D,3.2532,14,55
25,2023.06.20,4,2023.06.21,LS,55C,E,025E,2.2614,14,17
25,2023.06.20,4,2023.06.21,LS,55C,E,025E,2.2423,14,52
2,2023.06.27,5,2023.06.28,CC,10C,A,002A,3.8087,14,16
2,2023.06.27,5,2023.06.28,CC,10C,A,002A,3.808,14,52
2,2023.06.27,5,2023.06.28,CC,25C,B,002B,3.6949,14,13
2,2023.06.27,5,2023.06.28,CC,25C,B,002B,3.6927,14,48
2,2023.06.27,5,2023.06.28,CC,35C,C,002C,3.9486,14,10
2,2023.06.27,5,2023.06.28,CC,35C,C,002C,3.9443,14,44
2,2023.06.27,5,2023.06.28,CC,45C,D,002D,4.887,14,7
2,2023.06.27,5,2023.06.28,CC,45C,D,002D,4.8808,14,41
2,2023.06.27,5,2023.06.28,CC,55C,E,002E,4.8589,14,4
2,2023.06.27,5,2023.06.28,CC,55C,E,002E,4.8415,14,39
4,2023.06.27,5,2023.06.28,LS,10C,A,004A,4.4837,14,17
4,2023.06.27,5,2023.06.28,LS,10C,A,004A,4.4821,14,52
4,2023.06.27,5,2023.06.28,LS,25C,B,004B,3.0564,14,14
4,2023.06.27,5,2023.06.28,LS,25C,B,004B,3.0533,14,48
4,2023.06.27,5,2023.06.28,LS,35C,C,004C,3.4607,14,10
4,2023.06.27,5,2023.06.28,LS,35C,C,004C,3.4546,14,44
4,2023.06.27,5,2023.06.28,LS,45C,D,004D,3.3649,14,7
4,2023.06.27,5,2023.06.28,LS,45C,D,004D,3.3573,14,41
4,2023.06.27,5,2023.06.28,LS,55C,E,004E,4.3949,14,4
4,2023.06.27,5,2023.06.28,LS,55C,E,004E,4.3633,14,39
11,2023.06.27,5,2023.06.28,TD,10C,A,011A,3.2005,14,17
11,2023.06.27,5,2023.06.28,TD,10C,A,011A,3.1987,14,53
11,2023.06.27,5,2023.06.28,TD,25C,B,011B,4.1998,14,14
11,2023.06.27,5,2023.06.28,TD,25C,B,011B,4.197,14,49
11,2023.06.27,5,2023.06.28,TD,35C,C,011C,2.8183,14,11
11,2023.06.27,5,2023.06.28,TD,35C,C,011C,2.8151,14,45
11,2023.06.27,5,2023.06.28,TD,45C,D,011D,2.9599,14,8
11,2023.06.27,5,2023.06.28,TD,45C,D,011D,2.954,14,42
11,2023.06.27,5,2023.06.28,TD,55C,E,011E,2.6649,14,5
11,2023.06.27,5,2023.06.28,TD,55C,E,011E,2.65,14,39
13,2023.06.27,5,2023.06.28,MG,10C,A,013A,3.5915,14,18
13,2023.06.27,5,2023.06.28,MG,10C,A,013A,3.5902,14,53
13,2023.06.27,5,2023.06.28,MG,25C,B,013B,4.0098,14,15
13,2023.06.27,5,2023.06.28,MG,25C,B,013B,4.0072,14,50
13,2023.06.27,5,2023.06.28,MG,35C,C,013C,4.3143,14,11
13,2023.06.27,5,2023.06.28,MG,35C,C,013C,4.3085,14,45
13,2023.06.27,5,2023.06.28,MG,45C,D,013D,4.3808,14,8
13,2023.06.27,5,2023.06.28,MG,45C,D,013D,4.3754,14,42
13,2023.06.27,5,2023.06.28,MG,55C,E,013E,5.8622,14,5
13,2023.06.27,5,2023.06.28,MG,55C,E,013E,5.829,14,40
20,2023.06.27,5,2023.06.28,PE,10C,A,020A,2.9776,14,18
20,2023.06.27,5,2023.06.28,PE,10C,A,020A,2.9764,14,53
20,2023.06.27,5,2023.06.28,PE,25C,B,020B,2.9536,14,15
20,2023.06.27,5,2023.06.28,PE,25C,B,020B,2.9491,14,50
20,2023.06.27,5,2023.06.28,PE,35C,C,020C,2.765,14,12
20,2023.06.27,5,2023.06.28,PE,35C,C,020C,2.7595,14,46
20,2023.06.27,5,2023.06.28,PE,45C,D,020D,2.9223,14,8
20,2023.06.27,5,2023.06.28,PE,45C,D,020D,2.9038,14,43
20,2023.06.27,5,2023.06.28,PE,55C,E,020E,2.6946,14,6
20,2023.06.27,5,2023.06.28,PE,55C,E,020E,2.6605,14,40
23,2023.06.01,1,2023.06.02,MG,55C,E,023E,3.3038,15,13
23,2023.06.01,1,2023.06.02,MG,55C,E,023E,3.2874,15,43
1,2023.06.01,1,2023.06.02,CC,10C,A,001A,3.0899,15,3
1,2023.06.01,1,2023.06.02,CC,10C,A,001A,3.0894,15,38
24,2023.06.01,1,2023.06.02,LS,10C,A,024A,2.9025,15,6
24,2023.06.01,1,2023.06.02,LS,10C,A,024A,2.9017,15,40
24,2023.06.01,1,2023.06.02,LS,25C,B,024B,2.8679,15,2
24,2023.06.01,1,2023.06.02,LS,25C,B,024B,2.8637,15,36
7,2023.06.01,1,2023.06.02,TD,10C,A,007A,1.9963,15,4
7,2023.06.01,1,2023.06.02,TD,10C,A,007A,1.9919,15,38
7,2023.06.01,1,2023.06.02,TD,25C,B,007B,2.8847,15,0
7,2023.06.01,1,2023.06.02,TD,25C,B,007B,2.8812,15,34
7,2023.06.01,1,2023.06.02,TD,25C,B,007B,2.8794,15,59
16,2023.06.01,1,2023.06.02,PE,10C,A,016A,5.5394,15,5
16,2023.06.01,1,2023.06.02,PE,10C,A,016A,5.5345,15,39
16,2023.06.01,1,2023.06.02,PE,25C,B,016B,3.9728,15,0
16,2023.06.01,1,2023.06.02,PE,25C,B,016B,3.9692,15,34
23,2023.06.01,1,2023.06.02,MG,10C,A,023A,4.5008,15,6
23,2023.06.01,1,2023.06.02,MG,10C,A,023A,4.4991,15,39
23,2023.06.01,1,2023.06.02,MG,25C,B,023B,5.0855,15,1
23,2023.06.01,1,2023.06.02,MG,25C,B,023B,5.0788,15,35
1,2023.06.01,1,2023.06.02,CC,25C,B,001B,4.0977,15,33
1,2023.06.01,1,2023.06.02,CC,25C,B,001B,4.0959,15,58
1,2023.06.01,1,2023.06.02,CC,35C,C,001C,3.7456,15,29
1,2023.06.01,1,2023.06.02,CC,35C,C,001C,3.7439,15,51
24,2023.06.01,1,2023.06.02,LS,35C,C,024C,3.7369,15,31
24,2023.06.01,1,2023.06.02,LS,35C,C,024C,3.7337,15,53
24,2023.06.01,1,2023.06.02,LS,45C,D,024D,2.8952,15,21
24,2023.06.01,1,2023.06.02,LS,45C,D,024D,2.8883,15,49
7,2023.06.01,1,2023.06.02,TD,35C,C,007C,5.2591,15,30
7,2023.06.01,1,2023.06.02,TD,35C,C,007C,5.2552,15,52
7,2023.06.01,1,2023.06.02,TD,45C,D,007D,1.6155,15,18
7,2023.06.01,1,2023.06.02,TD,45C,D,007D,1.6086,15,47
16,2023.06.01,1,2023.06.02,PE,35C,C,016C,4.5138,15,30
16,2023.06.01,1,2023.06.02,PE,35C,C,016C,4.5107,15,52
16,2023.06.01,1,2023.06.02,PE,45C,D,016D,3.9443,15,19
16,2023.06.01,1,2023.06.02,PE,45C,D,016D,3.9332,15,47
23,2023.06.01,1,2023.06.02,MG,35C,C,023C,4.3454,15,31
23,2023.06.01,1,2023.06.02,MG,35C,C,023C,4.3417,15,53
23,2023.06.01,1,2023.06.02,MG,45C,D,023D,5.5319,15,20
23,2023.06.01,1,2023.06.02,MG,45C,D,023D,5.5225,15,47
1,2023.06.01,1,2023.06.02,CC,45C,D,001D,4.1696,15,18
1,2023.06.01,1,2023.06.02,CC,45C,D,001D,4.1657,15,46
1,2023.06.01,1,2023.06.02,CC,55C,E,001E,4.4113,15,11
1,2023.06.01,1,2023.06.02,CC,55C,E,001E,4.4022,15,42
7,2023.06.01,1,2023.06.02,TD,55C,E,007E,2.9808,15,11
7,2023.06.01,1,2023.06.02,TD,55C,E,007E,2.9596,15,42
24,2023.06.01,1,2023.06.02,LS,55C,E,024E,2.7278,15,12
24,2023.06.01,1,2023.06.02,LS,55C,E,024E,2.7021,15,44
16,2023.06.01,1,2023.06.02,PE,55C,E,016E,7.9109,15,13
16,2023.06.01,1,2023.06.02,PE,55C,E,016E,7.8751,15,43
14,2023.06.06,2,2023.06.07,CC,45C,D,014D,5.0579,15,17
14,2023.06.06,2,2023.06.07,CC,45C,D,014D,5.0431,15,53
14,2023.06.06,2,2023.06.07,CC,35C,C,014C,2.3589,15,20
14,2023.06.06,2,2023.06.07,CC,35C,C,014C,2.3558,15,56
9,2023.06.06,2,2023.06.07,TD,45C,D,009D,1.7052,15,16
9,2023.06.06,2,2023.06.07,TD,45C,D,009D,1.6927,15,53
9,2023.06.06,2,2023.06.07,TD,35C,C,009C,1.3263,15,19
9,2023.06.06,2,2023.06.07,TD,35C,C,009C,1.3215,15,56
