"","segment","int","slope","R2","D","D_sd","Tc","Tc_sd","mf","mf_sd","vpd","RH","RH_sd","D_early","D_late","mf_early","mf_late","vpd_early","vpd_late","RH_early","RH_late","Tc_early","Tc_late","mols_per_sec","TreeID","sp","lichen","apex_dist","fresh_mass","dry_mass","length_counted_lenticel","n_lenticels","lenticel_diam1","lenticel_diam2","lenticel_diam3","lenticel_diam4","lenticel_diam5","lenticel_diam6","lenticel_diam7","lenticel_diam8","lenticel_diam9","lenticel_diam10","exposed_length","total_length","basal_diam1","basal_diam2","basal_xylem_diam1","basal_xylem_diam2","basal_pith_diam1","basal_pith_diam2","distal_diam1","distal_diam2","distal_xylem_diam1","distal_xylem_diam2","distal_pith_diam1","distal_pith_diam2","treatment","sampleID","diam","wood_diam","sa","bark_thickness","vol","water_content","density","lenticel_size","LD","E","gs","bark_thickness_ratio","RWC_end","LossFrac_end"
"19","004D","3.38667379006968",-0.0134313536192484,"0.9997",0.0536375410143416,"0.0029874679726032","39.7085283950617","0.723654603188663",0.954998966673423,"0.00137726247486388","5.4334829047528",25.359524691358,"1.14866457947162",0.054454268454344,0.0524495738288834,0.95467859420986,0.95546496298406,5.51621739442505,5.31314182886589,24.9988541666667,25.8841363636364,39.8930941666667,39.4400690909091,2.07098172268337e-07,4,"LS",0.15,79,3.1687,1.6497,60.26,11,1.16,1.46,0.92,1.06,1.34,1.2,1.06,1.63,0.87,0.95,45.9,60.26,8.53,8.45,6.79,7.07,1.98,1.78,8.39,8.28,6.83,7.11,1.1,1.41,"45C","004D",8.4125,6.95,0.00121307495230308,0.73125,1066.15240390625,0.00142474940208789,0.0015473397555131,1.165,0.0216989380835597,0.170721662231301,3.03964365137597,0.086924219910847,0.940289664252798,0.0597103357472021
"20","004E","4.47447089204739",-0.0467423876123981,"0.99584",0.139047546600796,"0.000946852037170491","55.3951642857143","0.112649720295331",0.910964235548083,"0.000484299942688032","14.0855164706607",12.3060952380952,"0.282998149299905",0.138975445942599,0.139153576980498,0.911200390297616,0.910616949151712,14.0782126739853,14.0962573481245,12.201214,12.4603323529412,55.3592562,55.4479702941176,7.20721329837753e-07,4,"LS",0,73,4.2141,2.0648,63.4,4,1.21,0.89,0.85,1.3,NA,NA,NA,NA,NA,NA,47.56,63.4,9.09,8.79,7.62,7.77,1.31,1.45,8.15,8.49,6.7,7.14,1.68,1.38,"55C","004E",8.63,7.3075,0.00128944408519882,0.66125,1180.458865,0.00182073265212846,0.00174915031876185,1.0625,0.00731071641365495,0.558939575675064,3.66186945199571,0.0766222479721901,0.854557297724841,0.145442702275159
"21","005A","4.89061370699765",-0.00652103199761922,"0.99797",0.0082827878598015,"0.00190577475757021","11.0306896923077","0.799445329728613",0.991137117674161,"0.00111318016323181","0.839046410197892",36.2010767948718,"14.6642621383303",0.00788347546563744,0.0088881969735341,0.991232259744391,0.990992870019296,0.798596064669073,0.900374353419004,37.7641208510638,33.8313003225806,10.6840743829787,11.5562032258065,1.00547855882143e-07,5,"MG",0.05,92,4.6885,2.612,34.79,20,0.77,1.12,0.94,0.97,0.92,0.76,0.76,0.94,0.95,1.32,59.27,71.74,9.31,9.54,7.46,7.85,2.86,3.62,9.9,9.39,7.69,8.03,3.29,2.84,"10C","005A",9.535,7.7575,0.00177543794437378,0.88875,1630.582495375,0.00127347129377986,0.00160188154074308,0.945,0.0602913307246279,0.0566327064264741,6.776797663265,0.093209229155742,0.979484709848302,0.0205152901516976
"22","005B","2.96859965384906",-0.00628866824437755,"0.99746",0.0110902496973438,"0.000859331240794001","23.3585302631579","0.295709217089914",0.977182873910217,"0.000306575095028685","1.12344229434093",60.9280460526316,"2.49213258246618",0.0104683549967969,0.0120438215715158,0.977187482388394,0.977175807577014,1.06044436117553,1.22003912519455,62.6763415217391,58.2473263333333,23.1741434782609,23.6412566666667,9.69650369078291e-08,5,"MG",0,82,2.7421,1.4778,30.86,10,0.81,0.99,0.76,1.01,0.96,0.89,1.11,0.79,1.08,0.69,56.14,69.95,7.83,7.65,6.66,6.48,1.22,2.59,7.82,7.39,6.05,6.15,2.85,3.54,"25C","005B",7.6725,6.335,0.00135319124129024,0.66875,1029.44114367188,0.00122814209221366,0.0014355361732764,0.909,0.0422344828926059,0.0716565655682005,6.31379550392277,0.0871619420006516,0.967650083049909,0.032349916950091
"23","005C","3.43905551735057",-0.0142284718020219,"0.98977",0.0326765421919902,"0.00252634303683681","33.1911733333333","0.902589025908298",0.966040553821838,"0.00130728317311103","3.31013372404861",35.1173638666667,"1.88855761387397",0.031407014617444,0.0345808335538095,0.966580967649163,0.965229933080849,3.18153058074708,3.5030384390009,36.1225975555556,33.6095133333333,32.7707513333333,33.8218063333333,2.19388945291964e-07,5,"MG",0,57,3.2831,1.809,36.15,11,0.79,0.9,0.83,0.72,0.64,0.86,0.45,0.9,0.62,1.11,68.7,84.88,7.5,7.44,6.17,5.34,2.6,2.71,7.47,7.44,6.01,6.03,3.09,2.48,"35C","005C",7.4625,5.8875,0.00161061208668833,0.7875,1181.718590625,0.00124742050408157,0.00153082130919446,0.782,0.0407755698733409,0.136214639828677,4.02701318045189,0.105527638190955,0.936232277321756,0.0637677226782443
"24","005D","6.19138131499905",-0.0416241036689688,"0.9953",0.0652515481044822,"0.00954275464416176","42.3505733333333","2.10368159986115",0.949636390248817,"0.00515788171180452","6.60998182298405",21.5799291666667,"1.86528902064687",0.0668024933688873,0.0629518706434678,0.948536575595078,0.951267149907809,6.76709257826829,6.37702449618328,21.5918558139535,21.5622448275862,42.7370853488372,41.7774693103448,6.4180245986507e-07,5,"MG",0,56,6.0984,3.1461,40.56,23,1,1.25,0.78,1.26,0.89,0.74,0.98,0.95,0.8,1.34,82.46,93.87,9.52,10.12,7.66,7.58,3.98,3.99,9.56,9.19,7.99,7.42,4.14,3.92,"45C","005D",9.5975,7.6625,0.0024862873707386,0.9675,2161.63850667188,0.00136576952662888,0.00145542374004238,0.999,0.0590842556899423,0.258136878069091,3.75678708322924,0.100807501953634,0.913321816888528,0.0866781831114722
"25","005E","5.13381763846578",-0.0690306015571139,"0.99578",0.138072851088163,"0.000963806304507084","55.1997604109589","0.110273016398674",0.91195138419101,"0.000507606767391019","13.986779815231",12.1033479452055,"0.349723666751332",0.137792145051646,0.13849874990219,0.911803145295518,0.912176298377275,13.9583442937317,14.0299233650919,12.2865431818182,11.8253965517241,55.2007988636364,55.1981848275862,1.06438351772486e-06,5,"MG",0.01,56,4.9562,2.6314,34.32,15,0.92,0.63,0.75,0.53,1.04,0.78,0.77,0.86,0.9,0.75,57.24,72.18,10.03,9.34,8.5,8.54,3.48,4.15,9.78,9.75,7.81,7.86,4.26,3.43,"55C","005E",9.725,8.1775,0.00174879582495464,0.77375,1706.617153125,0.00136222702071349,0.00154188067029657,0.793,0.0449422043252377,0.60863795677947,4.0199664364272,0.0795629820051414,0.817618719889883,0.182381280110117
"26","006A","2.99883041047026",-0.00514413765574154,"0.99059",0.00873238268519646,"0.00199188788099506","10.8490938556701","0.504535794806556",0.991527146871893,"0.00111732033272421","0.884590366010402",31.8681542268041,"15.6543448677174",0.00867844246844973,0.00881260146907622,0.991607948181619,0.991406980821531,0.879126222053958,0.89271652881742,31.7546755172414,32.0369174358974,10.7217897241379,11.0384179487179,7.93175086146245e-08,6,"MG",0,52,2.8853,1.5558,28.24,15,0.76,1.32,1.01,1.3,1.23,1.37,1.26,0.82,0.9,0.94,61.47,79.11,7.44,7.39,6.46,6.11,3.78,2.62,7.24,6.87,5.94,5.91,2.7,3.29,"10C","006A",7.235,6.105,0.00139717762251095,0.565,1035.2576874375,0.00128422132589116,0.00150281424507068,1.091,0.0734155456928568,0.0567698103209514,6.44598502896751,0.078092605390463,0.968033095148552,0.0319669048514479
"27","006B","2.76417478529912",-0.00368972007591559,"0.99796",0.0122423004345867,"0.000587445769341338","24.53488","0.232653591272335",0.97568309094496,"0.000219461622561027","1.24014503402363",59.7951404210526,"1.46486626491753",0.0119268908615097,0.0127154147942021,0.975770713939645,0.975551656452933,1.20819404427093,1.28807151865268,60.5056461403509,58.7293818421053,24.4000894736842,24.7370657894737,5.6891829786153e-08,6,"MG",0,54,2.6445,1.4346,30.76,19,0.74,0.79,0.72,0.61,0.88,0.94,1.08,1.05,0.8,0.85,56.11,72.61,7.75,7.05,5.77,6.1,2.28,3.14,7.56,6.93,5.85,6.04,2.53,3.26,"25C","006B",7.3225,5.94,0.00129077195787368,0.69125,973.319010953125,0.00124306623664445,0.00147392579807433,0.846,0.084354428896098,0.0440758179158712,3.51274096644372,0.0944008193922841,0.975204562360525,0.0247954376394746
"28","006C","3.63859265976727",-0.0113355871644304,"0.99848",0.03094984877794,"0.00220276713718602","32.809541443299","0.887026704558537",0.96624461527003,"0.00134328678492309","3.13521968120532",37.1991525773196,"1.4317129171179",0.0310065614466038,0.0308655068604399,0.966296166945376,0.966167948675925,3.14096467454096,3.12667584496257,37.0548672413793,37.4137307692308,32.8000068965517,32.823721025641,1.74783528890019e-07,6,"MG",0,40,3.4425,1.8523,41.29,26,1.03,0.97,1.38,0.9,1.2,1.25,1.8,1.18,0.93,1.27,57.25,71.93,8.04,8.38,6.9,6.78,2.2,3.73,8.47,8.1,6.85,7.3,2.81,3.46,"35C","006C",8.2475,6.9575,0.00148336383975008,0.645,1223.19224051563,0.001300040948044,0.00151431634263734,1.191,0.0763494900845137,0.117829169220861,3.67858987287032,0.0782055168232798,0.943403345491133,0.0565966545088668
"29","006D","4.52784722458786",-0.0236576961655029,"0.999",0.0575188115530295,"0.00113701304795418","40.7809612903226","0.273026096165636",0.952763943312083,"0.000559881947217989","5.82665561032189",24.3180225806452,"0.48327120213257",0.0574174346492034,0.0576722468669285,0.952812383788675,0.95269062799616,5.81638612996431,5.84219860761986,24.3549571428571,24.2621216216216,40.7554823214286,40.8195240540541,3.6477824758734e-07,6,"MG",0,37,4.3183,2.3516,28.44,20,1.12,1.24,1.04,1.13,1.22,1.62,1.14,0.76,1.19,0.94,57.55,71.18,9.54,9.11,7.91,7.96,3.39,2.57,9.15,8.92,7.7,7.38,3.57,3.68,"45C","006D",9.18,7.7375,0.00165973167322537,0.72125,1499.627358,0.0013114591365037,0.00156812289896888,1.14,0.0766051068028399,0.21978145833565,3.64054547124461,0.0785675381263616,0.908882900289825,0.0911170997101748
"30","006E","3.31574342699945",-0.0376890841905523,"0.99639",0.13697127849411,"0.00108606140279743","55.1326561956522","0.13888401710149",0.911903142086625,"0.000533158911996405","13.8751905114534",12.5251173913043,"0.212182995149193",0.137032057288704,0.136880931637282,0.911913611182086,0.911887579917697,13.8813474033457,13.8660383748567,12.4975709090909,12.5660648648649,55.1352114545455,55.1288578378378,5.8112835620269e-07,6,"MG",0,51,3.1762,1.7417,42.26,29,1.17,1.21,0.9,1.02,1.23,1.52,1.08,0.82,1.16,1.14,66.66,81.69,7.49,7.36,6.37,6.08,3.16,3.49,6.96,7.17,5.77,5.75,2.65,2.65,"55C","006E",7.245,5.9925,0.0015172375127587,0.626250000000001,1071.9775355625,0.00133818102750378,0.00162475419700477,1.125,0.094717475733546,0.383017392673121,2.54998542535664,0.0864389233954452,0.806692227256884,0.193307772743116
